ID    VERSION           CTIME     FECHA         LINEAS    HASH
70    2.1.7-1           3.110     11/06/2018    3392      73818F2F72A3CA05A5B98F409EE85260
71    2.1.7-2           2.701     11/06/2018    3541      98A2B605559A031606A7BF3444C1E7E5
72    2.1.8             2.680     11/06/2018    3541      CD5604B997EFFA216FA634CDA476BD0A
73    2.1.9             3.217     14/06/2018    3541      B2586B3539AAB8D49D3750F43CC49CE8
74    2.2.0             2.943     23/08/2018    3547      95898BAB1964DE69B1427F866542BF67
75    2.2.0-1           2.781     23/08/2018    3543      AB7A4B06974CB48785285E5750D9D1A8
76    2.2.1             2.802     23/08/2018    3543      F47EDDDDC17AEE3C80566E1C92501B3A
77    2.2.2             3.062     01/09/2018    3545      33DAAB98384F4C9F29F63A3D4DE6E2A5
78    2.2.3             3.494     04/09/2018    3586      2900A5D9621F7EEB7464C3291A0BAD5D
79    2.2.4             3.197     27/09/2018    3766      FD33C227740EE32255416A7C2E2EADFB
80    2.2.5             3.396     30/09/2018    3767      630693A16C463E54E3276384026C1B64
81    2.2.6             3.449     01/10/2018    3767      6B164A8A5413AA37425B58C602285381
82    3.0.0-alpha-1     3.409     13/10/2018    3659      52CC981E69BD606F30E4801B0FBF777C
83    3.0.0             3.148     13/10/2018    3659      3E76DE7CB2109C4106C3309C7E846AE3
84    3.0.1             3.266     22/10/2018    3674      F5B6D46D6A4B841F4F52CCB2409F381C
85    3.0.2             2.938     27/10/2018    3730      ACFECE08D6DE29F69EDC6B9C42D1D6EC
86    3.0.3             3.125     03/11/2018    3744      E9C35133BCE7C033E3627E5F26816000
87    3.0.4             3.510     22/11/2018    3751      D280FF9175C6EE252A516E556FE6AEA1
88    3.0.5             3.486     05/12/2018    3753      7D7D906BDF6C0F26F2EDA3978080946D
89    3.0.6             2.872     14/12/2018    3801      32652878BE2643119D8E0459E4DBF5B1
90    3.0.7             3.166     26/12/2018    3820      08E856FD29E354CCE02E309A23D16A0B
91    3.0.7-1           3.775     26/12/2018    3819      C0504A1B0CD608109063B79272387E46
92    3.0.8             3.255     01/01/2019    3847      43C8007F8D03B6FF6EDA53AC3FC7AF00
93    3.0.9             3.510     16/01/2019    3847      F9640CAC91EE4D2BCB15B403FB8688AA
94    3.1.0             4.121     03/04/2019    3848      83C727AF290F74D72BDC358EBE707DFD
95    3.1.1             3.892     03/04/2019    3860      BA902454DDD0582871C26B5169B2F98D
96    3.1.1-1           4.361     03/04/2019    3860      524EC6FC0D451354ED9A355B476BF191
97    3.1.2             3.898     14/04/2019    3869      5CD1D1866C3229DC23FDCACE0D4B1140
98    3.1.3             3.990     26/04/2019    3905      F82C2EBC980E068071F2AB4B35AE3DDC
99    3.1.4             4.424     13/05/2019    3943      B96A0E50C215C71092890BA789F14E92
100   3.1.5             4.968     05/06/2019    3948      0D4B23F96DEF8730B9708480ED1C1E80
101   3.2.0             4.429     09/06/2019    4025      5D0432FB4F346681ADFD2F38F647BCB0
102   3.2.1             4.035     16/06/2019    4163      C94A817268ED5AF37A25F70E4C8A8A40
103   3.2.2             3.863     23/06/2019    4240      E1263CCC7EF7A77790ED5CC01128937C
104   3.2.2-1           4.262     23/06/2019    4240      136A629CE377A56447C9FAF940920407
105   3.2.3             3.727     29/06/2019    4273      F989B07D4D12A7DB6FCEFE315C73A183
106   3.2.3-1           3.803     29/06/2019    4273      864FA010D48A11A43745AA85F09F2948
107   3.2.4             3.714     04/07/2019    4384      0CB62B4836C7449A3054310955B09027
108   3.2.4-1           3.709     04/07/2019    4352      12A995AF2E22FEF33D61B1325CFA4CFB
109   3.2.5             3.953     05/07/2019    4357      0A8CC60E9C9C1DBBF1F224B784D39E91
110   3.2.5-1           4.233     06/07/2019    4678      3F685C1D16E40667009303245F72791F
111   3.2.6             3.701     06/07/2019    4678      15B5E742A224E9E0D2DF9A8B2F17E5D7
112   3.2.6-1           3.547     06/07/2019    4678      CAF3039A8F9DEE3C55D967D42B67A523
113   3.2.7             3.681     07/07/2019    4678      909C4172C9F1A166AD680D3E04C50C64
114   3.2.8             3.341     08/07/2019    4698      FF93165048083BF65532C9A729F376E3
115   3.2.9             4.039     13/08/2019    4764      A9D7185C31243E0B98A80CDB0ED8F3DD
116   3.3.0             4.328     19/08/2019    4778      C02A90BA257E72156107C4C481D69415
117   3.3.0-1           4.047     19/08/2019    4627      D583D2C7D4FF01819F60369D37E868AC
118   3.3.1             3.526     20/08/2019    4627      6911F5BA6CAC309D478E115C87DD63F7
119   3.3.2             3.863     23/08/2019    4705      938289FBD3D8168403B4307164B95FBD
120   3.3.3             3.651     23/08/2019    4708      C8351A8A3173EEB4ADAB801D9777429E
121   3.3.4             4.311     26/08/2019    4708      A3E085F79EFF30C236FB3E5E3FEF5809
122   3.3.5             4.480     02/09/2019    4881      9F77D4F8BEE4A7BCB7F4EE03536D97B1
123   3.3.5-1           4.114     02/09/2019    4881      F667A50B4BF22FF517055674B2FD5E74
124   3.3.6             3.904     02/09/2019    4895      3DF5EC18937B1B9EE6283DB59A34BFA8
125   3.3.6-1           3.870     02/09/2019    4894      73CF4C65D7F31926B4E52A939FC65654
126   3.3.6-2           3.899     02/09/2019    4894      CB07335E761CFEAB26912614AB8D038A
127   3.3.7             4.785     02/09/2019    4894      E94E2E873A6C7A3EF47C7CF9BBE911C1
128   3.3.7-1           4.339     02/09/2019    4894      09F9171E94C5C1BCBDABDEB50AEEA33C
129   3.3.8             3.566     03/09/2019    4902      F1D5F9A3DCD532AD01C4F755A2FC3774
130   3.3.9             3.967     04/09/2019    4902      EF99E511BC1381DBEA5A1817FBB7A0BA
131   3.3.9-1           3.815     04/09/2019    4902      483E22F572274A8CDB9B7C9890B2574D
132   3.4.0             3.834     04/09/2019    4902      51867A507A6AC5A356F8E6EDC9D196D3
133   3.4.0-1           3.761     04/09/2019    4902      BF9B40248B9DA55CCC60223B51F44B64
134   3.4.0-2           3.822     04/09/2019    4913      38590DE0BC4BFFAA93169BA842506E26
135   3.4.1             3.911     17/09/2019    4923      6F371C50415C33AAE57EBB041B4CB893
