ID    VERSION           CTIME     FECHA         LINEAS    HASH
93    1.4.4             2.331     21/09/2021    5770      3A33B452DBF9410A630B830919A08B0D
94    1.4.5             2.365     27/09/2021    5817      C43E3FA9B687FAAD3C05BD46C5D91F9F
95    1.4.6             2.446     02/10/2021    5783      5BD1726EB3FD800F8BF9D6F3934E9EF0
96    1.4.7             2.847     06/10/2021    5809      2483C429B120F128CEC64B8071DD0645
97    1.4.8             2.737     06/10/2021    5811      998B844F9FEF3F8A8B1120C32B4D55DC
98    1.4.9             2.382     08/10/2021    5813      65556FC25464182AB4AD0F146F2CDB9F
99    1.5.0             2.962     13/10/2021    6054      75B3136175220B6AE93BAACC410EBF7B
100   1.5.0-1           2.693     13/10/2021    6054      CDA7899B2D9A957FCE681B383E5DD4AA
101   1.5.1             3.171     25/10/2021    6061      548CE04038025D880B47179A0F9D1FB8
102   1.5.1-1           2.889     25/10/2021    6061      1325EED02850D00AD45ED14EA2D0D04A
103   1.5.2             2.656     26/10/2021    6064      B86FE81DC36C0F5874FBC6D05A412FD3
104   1.5.3             2.824     26/10/2021    6016      DA03D1746C23291381032A5C7A408AAF
105   1.5.3-1           3.112     31/10/2021    6784      1D46EDBC38BF664B4CF7F8D904D2488B
106   1.5.4             2.692     31/10/2021    6784      B8209BE774414932A6C89C5688F6F2DC
107   2.0.0             2.707     05/11/2021    6784      685AB116987597C30E2BC053CFA88AD1
108   2.0.0-1           2.703     05/11/2021    6790      48C88DBC4233BCA86366A48D9B156A2C
109   2.0.0-2           3.141     05/11/2021    6790      188D33755D5E51487C3C769CB54049B6
110   2.0.1             2.694     22/11/2021    6805      12F3C361473F53D0832F776D7D7F8689
111   2.0.2             3.029     23/11/2021    6804      8CAF7E37287015EB25BCAF5456A7C784
112   2.0.3             3.065     26/11/2021    6815      9A2984CF225B207831E2E702AD520263
113   2.0.4             2.815     05/12/2021    6815      9C5EB3C9D9558EB702503BC29E108F94
114   2.0.5             2.952     24/12/2021    6826      99791F93A1D3A779C19EE87265FFD30B
115   2.0.6             2.725     10/01/2022    6842      68EA9A5E2226754C75B804A64C655105
116   2.0.7             7.238     17/03/2022    6863      167CC1D1A749653DAA3F5599FE82AEB3
117   2.0.7-1           8.741     19/03/2022    6874      AA34435808553402694C7FA4A0D0CBC3
118   2.0.7-2           8.534     19/03/2022    6874      18B75397D21AA4EFF5A41DF2140F9B71
119   2.0.7-3           7.868     19/03/2022    6857      65B44255F00BC5FE4B47F917AC4AD82E
120   2.0.7-4           8.531     19/03/2022    6819      4E3BD1673CE86DE04CC4497EBE2688B2
121   2.0.8             6.420     03/04/2022    7122      D56586FD9BD7AA9314FD19E17006E40E
122   2.0.8-1           6.944     03/04/2022    7123      59CC78FE8864A4A214BC39F97B3CD408
123   2.0.8-2           8.125     09/04/2022    7123      EFC3ECA35F28FED1B566FE84CC402D88
124   2.0.8-3           7.729     09/04/2022    7125      B9BF3C51DBFBB7CFB2D921C4B2AC8990
125   2.0.8-4           8.610     09/04/2022    7125      D271C0AC92FD5F109EBA9842F2870067
126   2.0.9             8.138     17/04/2022    7159      90D3C3DE1AA0310924EE4FB9CFE0FC47
127   2.0.9-1           9.516     17/04/2022    7159      D57DC225FECE1BAFE7D31270D612FC0E
128   2.0.9-2           9.430     17/04/2022    7159      D521ACB635BFFDF281BC3F074FB3C360
129   2.0.9-3           8.016     17/04/2022    7159      3CA4496DECF930EE751B60D633B66F7F
130   2.0.9-4           9.769     18/04/2022    7159      AE077ABC90489AC0E195A168E36C4295
131   2.1.0             8.076     25/04/2022    7172      33FE1D2FFCAB250031FAD2BD6D39A843
132   2.1.1             5.052     09/06/2022    7175      15A6DF9839C6CA803453299AA7CC6C2B
133   2.1.2             5.172     12/06/2022    7177      BF3C4B26D4AB7ACE272FF23E2556BD24
134   2.1.2-1           4.943     12/06/2022    7177      1F4DDFFE40E6CD4E4E483837D19768E7
135   2.1.3             5.211     24/07/2022    7177      08B9D413CB939055FE48BEC820222551
136   2.1.4             5.504     12/01/2023    7177      72E41EF8F9C15B361FDEADBDCFA6E8CA
137   2.1.5             6.746     06/03/2023    7177      16951026740CD6DB9DAE565130345E69
138   2.1.6             5.370     10/03/2023    7177      06405B511D4B63E72EE95B3DA6195C2D
139   2.1.7             5.234     11/03/2023    7177      0555DA057C850CCE2F11A5361193C79D
140   2.1.7-1           5.234     11/03/2023    7193      71078049E066232CAEB3ADAE2B1DA3C2
141   2.1.8             5.214     12/03/2023    7193      13773A59C722FB85658FB6A9606436B0
142   2.1.9             5.325     29/04/2023    7205      8BE8C7AEBD4E8766ABE0D5D4C89F9EE8
143   2.1.9-1           5.612     29/04/2023    7197      657BB6AC36F6459F41CCFEC3FA148539
144   2.2.0             5.118     29/05/2023    7189      B5119DFEB67D388EFA4F970B1BDB0273
145   2.2.0-1           5.144     29/05/2023    7190      A8B22F1DFD82682B4B129DB83C96CD42
146   2.2.0-2           5.141     29/05/2023    7205      83F7C0435E16511BE3FA212CDE03FFA8
147   2.2.0-3           5.463     29/05/2023    7205      DC781577F2BF60CECCB79701C438C31C
148   2.2.0-4           5.161     29/05/2023    7205      1E61772758D042BFE09E8B91CB80A6C4
149   2.2.1             4.441     06/07/2023    7205      FC659B3366022A42871609BA1EB1D4B1
150   2.2.1-1           4.534     06/07/2023    7205      B6C9A783B4147D1C540C25605586D143
151   2.2.1-2           4.485     06/07/2023    7205      9B300E515FA6C68B851F158692E604D0
152   2.2.2             5.054     23/10/2023    7221      ECA222111077F03485E27F65C58AD6C3
153   2.2.2-1           5.347     23/10/2023    7221      F9FCEEA4E13702319DB03544A530AA4C
154   2.2.3             5.404     26/10/2023    6222      C1843813C269F2278416BC068780CC74
