ID    VERSION           CTIME     FECHA         LINEAS    HASH
69    1.2.4             3.894     28/04/2023    8168      C03D6B8EB4CD90868A4A582F73E0EF80
70    1.2.4-1           3.788     29/04/2023    8168      34DF2AC74F18BC252680CE9FDA65E407
71    1.2.4-2           4.061     29/04/2023    8160      39F31CCF484604035CB4A3AC784C8B07
72    1.2.5             3.624     01/06/2023    8172      0A30A29F35AD4C0D017582F0B8CFF7FA
73    1.2.6             9.093     06/07/2023    8172      7533B9F3D16772AAEF10F400A646A083
74    1.2.6-1           9.137     06/07/2023    8172      EE16290471A45D6175E2A3020A472AC2
75    1.2.6-2           2.825     06/07/2023    8172      AF039AC6A4D76EB01DAFA49969470086
76    1.2.6-3           2.808     06/07/2023    8172      E10186EC5BADA989E55EE4755DF76DE5
77    1.2.7             3.781     21/08/2023    8227      C6980EBDE0085949B5B7DE74C2D07A37
78    1.2.8             3.660     26/10/2023    7228      F687DA0488B2860D03928D003BC212B3
79    1.2.9             3.224     29/10/2023    7248      5FD088D840DF4A454F4EAA02EE44E814
80    1.3.0             3.088     04/11/2023    7229      BF95EC48309E67136E4F711DD8160D4B
81    1.3.1             3.782     06/11/2023    7230      7E77271AC7F6AF82A94F6F6A3DF3574E
82    1.3.1-1           3.062     06/11/2023    7229      4BC746221B4CB5147F1E3BB4849F30EC
83    1.3.1-2           3.019     06/11/2023    7229      270898B31C0CC1B080B2C1492A14A1FB
84    1.3.2             3.276     20/11/2023    7229      67FCD402563599FD99E1EBCFCFD6E2D7
85    1.3.3             3.055     07/03/2024    7229      E6B1CB057F486B9EA6F5D5957163F150
86    1.3.4             3.292     08/04/2024    7230      9A6489CDAD56569A7C23624D8261877A
87    1.3.5             3.057     12/04/2024    7222      8200931E6764BF6D5E78734ABB1D6D0C
88    1.3.6             3.043     07/08/2024    7254      D44DC64375187132720B6278B050F8F8
89    1.3.7             2.909     23/08/2024    7254      D4A78D24C2DF91ECE252B26BFB8832E2
90    1.3.8             3.046     20/01/2025    7258      F683232C4830045BB7D4F47DBDB8D30F
91    1.3.8-1           3.014     20/01/2025    7258      19017022579C3B536449FC1BC4E49E81
92    1.3.8-2           3.088     20/01/2025    7258      0DDB0AE8FCE3A54C0001E402D4CA6BFE
93    1.3.8-3           3.199     20/01/2025    7258      62AA7885EAA1A47C25643222C551D64F
